Wavelength (nm),SMM,FGR
200.0,0.5949123642387855,0.1683398146027339
201.0,0.5720335420541682,0.1813490595627837
202.0,0.5449316682928238,0.19557817708912578
203.0,0.5159236640229334,0.2111005230840471
204.0,0.4876634566018461,0.22797646607677133
205.0,0.4629968528180507,0.24624644649321506
206.0,0.4447084850177667,0.2659232237511463
207.0,0.43518766000833875,0.2869847835696411
208.0,0.43608657810406454,0.3093683570198133
209.0,0.44806791989890243,0.3329638424249759
210.0,0.4707213837934576,0.35760430796523024
211.0,0.5026780025575899,0.38305437522560404
212.0,0.5418887082206122,0.4090022339346915
213.0,0.5859826882227639,0.43506214582215574
214.0,0.632602911089154,0.46078800288427746
214.99999999999997,0.6796402924620796,0.4856891914324224
216.0,0.7253407620681078,0.5092378791957102
217.0,0.7683118880360837,0.5308674226865838
218.0,0.8074825367618498,0.5499771288886512
219.0,0.8420621928694296,0.5659627695316035
220.0,0.8715169143372746,0.578276501693756
221.0,0.8955491648014082,0.5864950260092476
222.0,0.9140595589701935,0.5903636313381382
223.0,0.9270841806951602,0.5897991630569279
224.0,0.9347260059689119,0.5848654559440122
225.0,0.9371101707361043,0.5757535022382341
226.0,0.9343797520883951,0.5627884696935389
227.00000000000003,0.9267219756953589,0.5464557175250534
228.0,0.9143960524715904,0.5274147434774334
229.0,0.8977371495150743,0.5064728808615744
230.00000000000003,0.8771319284825525,0.48451526042165505
231.0,0.8529824368700919,0.46241288817925974
232.0,0.8256820522186897,0.44093927699608404
233.0,0.7956180687211185,0.42071694881786253
234.0,0.7632001059144384,0.4021991090164639
235.0,0.7289023807975914,0.38567948768364724
236.0,0.6933048035868025,0.3713185934486102
236.99999999999997,0.6571203631287872,0.35917569972370855
238.0,0.6212004439651063,0.3492393942908361
239.0,0.5865136595428424,0.34145301088717117
239.99999999999997,0.5540979503324824,0.3357337415135616
241.0,0.5249912767601361,0.3319856958063778
242.0,0.5001530512763702,0.33010796316535107
243.0,0.480393606610287,0.32999910702991214
243.99999999999997,0.46632788733337044,0.3315595493810471
245.0,0.45835982760783506,0.3346929646551699
246.00000000000003,0.4566895786218545,0.3393071544496416
247.00000000000003,0.46132636757729695,0.3453141592422791
247.99999999999997,0.4720927696166044,0.35262895764198743
249.00000000000003,0.4886195554750968,0.36116632644690705
249.99999999999997,0.5103435615131179,0.37083629026132525
251.0,0.5365242916547563,0.3815396307234093
252.0,0.566286789848154,0.3931654328615658
253.0,0.5986855090982843,0.4055920840905425
254.0,0.6327748097568056,0.4186915707013057
255.0,0.6676703632570599,0.43233505432759806
256.0,0.7025908260315571,0.44639661031604866
257.0,0.7368767962701247,0.46075252517108645
258.0,0.769990728509465,0.4752757746007207
259.0,0.8015052291076276,0.4898282784259185
260.0,0.831087613459633,0.5042555875616186
261.0,0.8584864791134341,0.5183884030917602
262.0,0.8835226383309168,0.5320525845606728
263.0,0.9060834580540635,0.5450853086769072
264.0,0.9261175581775872,0.5573517535943356
265.0,0.9436264922571913,0.5687558068293854
266.0,0.9586514972656447,0.5792404811233288
267.0,0.9712560824604881,0.5887782009661274
268.0,0.9815080132786903,0.5973558572510641
269.0,0.989465801860433,0.6049620982654641
270.0,0.9951742195614822,0.6115832646908413
271.0,0.9986706174467247,0.6172100998663902
272.0,1.0,0.6218519584491276
273.0,0.9992334452539604,0.625551262222338
274.0,0.996483092714668,0.6283901661845156
275.0,0.9919082210718225,0.6304840741748597
276.0,0.9857104083052511,0.6319616452600333
277.0,0.9781198957915809,0.6329362885105192
278.0,0.969378290879683,0.6334778500275954
279.0,0.9597234564539603,0.6335939665627884
280.0,0.9493807080416629,0.6332282095890018
281.0,0.938561085503216,0.6322774666363288
282.0,0.9274638915958398,0.6306253859025983
283.0,0.9162784152446194,0.6281837743165843
284.0,0.9051798672219461,0.6249311761925417
285.0,0.8943171561281787,0.6209385516918591
286.0,0.8837941553997654,0.6163759742776783
287.0,0.8736497424703649,0.6115001080926777
288.0,0.8638434706134206,0.606627570025945
289.0,0.8542526120159193,0.6021021225566067
289.99999999999994,0.8446831284552148,0.598263344053106
291.0,0.8348933842279971,0.5954218353236878
292.0,0.8246266160548438,0.593842747350364
293.0,0.8136470646192402,0.5937368570570987
294.0,0.801775038084054,0.5952572214865981
295.0,0.7889172332783048,0.5984994908414941
296.0,0.775089656553476,0.6035047132036053
297.0,0.7604311905388509,0.6102643159025157
298.0,0.7452063940490072,0.618727467107607
299.0,0.7297967745410305,0.6288110025538122
300.0,0.7146806810265969,0.6404115461191886
301.0,0.7004030872468089,0.6534185346936986
302.0,0.6875377150459797,0.667725914500166
303.0,0.6766449991907333,0.6832397503609898
304.0,0.6682301264842255,0.6998792783788801
305.0,0.6627056091511042,0.7175701778197221
306.0,0.6603624376474594,0.736230791053109
307.0,0.6613527825510529,0.7557541064096793
307.99999999999994,0.6656856305435818,0.7759898835574655
309.0,0.6732349494600415,0.7967318751958075
310.0,0.6837583466305649,0.8177145120463242
311.0,0.6969230203141158,0.8386217445254334
312.0,0.7123352692283904,0.8591082005060817
313.0,0.7295699183332461,0.8788298003411273
314.0,0.7481966090694872,0.897478070181697
315.0,0.7678007920476911,0.9148104453755321
316.0,0.787998251051439,0.930668702432456
317.0,0.8084429275208607,0.9449797419035584
318.0,0.8288286189159826,0.9577369371306359
319.0,0.8488857568085532,0.9689650590406594
320.0,0.8683749070794948,0.9786759403171615
321.0,0.8870788353488461,0.9868244036353839
322.0,0.9047949012045625,0.9932741118499548
323.0,0.9213291804185559,0.9977811576679239
324.0,0.9364931419007697,1.0
325.0,0.9501030815955358,0.9995123864227596
326.0,0.9619820183458734,0.9958756973966149
327.0,0.9719635085743482,0.9886832662495645
328.0,0.9798968415288503,0.9776264057850182
329.0,0.985653219872734,0.9625469443224332
330.0,0.9891326380279254,0.9434706233692084
331.0,0.9902711023552264,0.9206156285450907
332.0,0.9890475619730789,0.8943758367492863
333.0,0.9854895403302542,0.8652835065073813
334.0,0.9796761753767557,0.8339596250885718
335.0,0.9717373992865695,0.8010611648840766
336.0,0.9618484339267499,0.7672332430314189
337.0,0.9502195988109831,0.7330714811220066
338.0,0.9370824100013458,0.6990968018866114
339.0,0.9226737847493159,0.6657423283469642
340.0,0.9072205833441471,0.6333503897688391
341.0,0.8909265900872825,0.602176911676488
342.0,0.8739634278616766,0.572400457361518
343.0,0.8564660360316124,0.5441336042583224
344.0,0.838532488663534,0.5174349248828767
345.0,0.8202273010218754,0.4923204252307172
346.0,0.8015870618475023,0.46877378207442955
347.0,0.7826272168675071,0.44675508389241086
348.0,0.7633490233403432,0.42620802386711665
349.0,0.7437459853138403,0.4070656397459979
350.0,0.723809373295113,0.38925477055931906
351.0,0.7035326745506898,0.3726994278468354
352.0,0.6829149897711608,0.3573232776967098
353.0,0.6619634906230303,0.3430514127933837
354.0,0.6406950952027431,0.32981156957118324
355.0,0.6191375223382648,0.31753491985470017
356.0,0.5973298669821594,0.30615654205106724
357.0,0.5753228096918217,0.2956156555181627
358.0,0.5531785415013691,0.28585568369720404
359.0,0.5309704562255719,0.27682419695700666
360.0,0.5087826380064348,0.26847277454889906
361.0,0.48670915390850467,0.2607568161684335
362.0,0.4648531499535397,0.2536353268411558
363.0,0.4433257440258906,0.24707069363110687
364.0,0.42224471006558545,0.24102846842595
365.0,0.4017329539983249,0.23547716720566594
366.0,0.3819167916198675,0.230388092255951
367.0,0.36292405047280535,0.22573517943417334
368.0,0.3448820297630875,0.2214948678418729
369.0,0.32791536283920014,0.2176459845145295
370.0,0.31214383447895966,0.21416963279621767
371.0,0.2976802097087614,0.21104907089523425
372.0,0.28462813232550604,0.2082695675232394
373.0,0.2730801503047026,0.2058182247733058
374.0,0.2631159224730403,0.2036837640107361
375.0,0.2548006566063375,0.2018562773996311
376.0,0.2481838237463287,0.2003269543707919
377.0,0.24329818735743683,0.1990877976971576
378.0,0.24015917948664076,0.19813134732505078
379.0,0.23876464980247342,0.19745043178970872
380.0,0.23909500717705462,0.19703796734961299
381.0,0.2411137663058906,0.19688682425270343
382.0,0.2447685018572537,0.19698977770476367
383.0,0.2499921977847522,0.19733955749510632
384.0,0.2567049586446518,0.19792900383670592
385.0,0.2648160239103857,0.1987513269063937
386.0,0.2742259986605639,0.19980045368962301
387.0,0.2848291899418479,0.20107142923778323
388.0,0.2965159236505607,0.2025608230941216
389.0,0.3091747169767045,0.2042670794023914
390.0,0.3226941985004008,0.20619074521500969
391.0,0.3369647001078803,0.2083345186038164
392.0,0.3518794862479107,0.2107030765713578
393.0,0.3673356284353021,0.21330266957999502
394.0,0.38323456804204814,0.21614049948741282
395.0,0.3994824324810772,0.2192239248782393
396.0,0.41599017711760977,0.2225595576480808
397.0,0.4326736199583969,0.2261523253855135
398.0,0.449453423388232,0.2300045766405485
399.0,0.4662550625757818,0.2341153034582685
400.0,0.4830088080045815,0.23847955072865762
401.0,0.49964974189080164,0.24308807681328418
402.0,0.5161178245506165,0.2479273242431696
403.0,0.5323580247638685,0.25297975052658933
404.0,0.5483205247147539,0.2582245533432716
405.0,0.5639610023280808,0.2636387977542445
406.0,0.579240980205682,0.2691989134917787
407.0,0.594128211396173,0.2748824794659354
408.0,0.6085970507703807,0.2806701565535368
409.0,0.6226287417336974,0.28654757915534607
410.0,0.6362115372004978,0.29250698393243957
411.0,0.649340576119335,0.29854835231585297
412.0,0.6620174545042443,0.3046798780828817
413.0,0.6742494609833347,0.3109176401259155
414.0,0.6860484854971689,0.3172844520312947
415.0,0.6974296479250657,0.3238079565495567
416.0,0.7084097234929015,0.33051811589730246
417.0,0.7190054592018619,0.3374443042846951
418.0,0.7292318798642734,0.34461223182066586
419.0,0.739100677132966,0.3520409227109834
420.0,0.7486187656525614,0.3597399455467016
421.0,0.7577870822284847,0.36770706175630197
422.0,0.7665996993850409,0.3759264301954893
423.0,0.7750433231861749,0.3843674866863817
424.0,0.7830972429300095,0.3929846064267689
424.99999999999994,0.7907337916761508,0.40171764853091774
426.0,0.7979193559780637,0.4104934659608094
427.00000000000006,0.8046159372822158,0.41922843030027995
428.0,0.8107832167016943,0.42783196099417453
429.0,0.8163810144665778,0.4362109600532733
429.99999999999994,0.8213719747510934,0.4442749411694289
431.0,0.8257242576568311,0.45194152137397686
432.0,0.8294139943094252,0.4591418365365467
433.0,0.8324272661430474,0.4658253756027596
434.0,0.8347614074163363,0.47196372579541956
435.0,0.8364254960480558,0.4775527944711989
436.0,0.8374399815827717,0.4826132187574028
437.0,0.8378354869932166,0.4871888696204668
438.0,0.8376508996221419,0.4913435677420198
439.0,0.836930925260811,0.4951563158201677
440.0,0.835723312304461,0.4987154838011646
441.0,0.8340759596199802,0.502112443111047
442.0,0.8320341063982781,0.5054351340538707
443.00000000000006,0.829637772093493,0.5087619831854603
444.0,0.8269195777439408,0.5121564893014003
445.0,0.8239030435449731,0.5156626933564611
446.0,0.8206014258704726,0.5193016596273919
447.0,0.8170171311599274,0.5230690345346364
448.0,0.8131417225376193,0.5269337181865302
449.0,0.8089565144456803,0.530837676345139
450.0,0.8044337276930427,0.5346969260292669
451.0,0.7995381503900613,0.5384037324891328
452.0,0.7942292199559089,0.5418300449164766
453.0,0.7884634110213986,0.5448321617474062
454.00000000000006,0.7821967886392293,0.5472565477144603
455.0,0.7753875710721368,0.5489466252500671
456.0,0.767998545460752,0.5497502425465884
457.0,0.7599991940554519,0.5495273982055444
458.0,0.7513674164421933,0.548157702716194
459.0,0.7420907697449212,0.5455470059579011
460.00000000000006,0.7321671884233815,0.5416326381537631
461.0,0.7216051827599995,0.5363868080094844
462.0,0.7104235469260621,0.5298178688830287
463.0,0.6986506322704629,0.5219693783547052
464.0,0.6863232595325763,0.5129171036859528
465.00000000000006,0.6734853561371545,0.5027643274070496
466.0,0.6601864124455858,0.49163595180187053
467.0,0.6464798539112164,0.4796719698142291
468.0,0.6324214239362139,0.4670208606702124
469.0,0.6180676641554793,0.453833393776298
470.0,0.6034745647599155,0.44025720628034054
471.0,0.588696438238636,0.42643238324979227
472.0,0.5737850475513718,0.412488137277656
473.0,0.5587889968926344,0.3985405727196874
473.99999999999994,0.5437533725724623,0.3846914373897244
475.00000000000006,0.5287196052537216,0.3710277132495385
476.0,0.5137255140547881,0.3576218743033166
477.0,0.49880548802797026,0.34453263862119116
478.0,0.4839907605899026,0.3318060553508824
479.0,0.46930973640227663,0.3194767903599794
479.99999999999994,0.45478833658081097,0.3075695006075695
481.0,0.4404503356284558,0.2961002137459019
482.0,0.42631767108556734,0.2850776534495122
483.0,0.41241071383195765,0.2745044713371192
484.0,0.39874849284426234,0.26437836269194886
484.99999999999994,0.3853488728498306,0.25469305563767575
486.0,0.3722286867473363,0.24543917243330393
487.0,0.35940382701908236,0.236604967687711
487.99999999999994,0.3468893018245299,0.22817695216066577
489.00000000000006,0.33469926223083946,0.2201404129638285
490.0,0.32284700728150273,0.21247984187621938
491.0,0.3113449734733755,0.20517928352932246
492.00000000000006,0.3002047148212644,0.19822261469757546
493.00000000000006,0.2894368791203396,0.19159376507521986
494.00000000000006,0.2790511853295487,0.18527688889274976
495.00000000000006,0.2690564062335991,0.1792564956379666
495.99999999999994,0.25946035972452114,0.17351754707238992
496.99999999999994,0.2502699111961807,0.1680455267197302
498.00000000000006,0.2414909886832154,0.16282648707531128
498.99999999999994,0.23312861151579883,0.15784707895565406
499.99999999999994,0.22518693242192067,0.1530945666785553
501.00000000000006,0.2176692922088563,0.14855683213254794
502.0,0.21057828541868231,0.14422237025375673
503.0,0.20391583470196775,0.14008027796928715
504.0,0.1976832711143148,0.13612023828005546
505.00000000000006,0.19188141713394735,0.1323325008331301
506.0,0.18651066894492688,0.12870786006548818
506.99999999999994,0.18157107444382561,0.12523763177954325
508.0,0.17706240351528355,0.12191362882873123
509.0,0.17298420738339088,0.11872813644252357
510.0,0.16933586427164912,0.11567388759903915
511.0,0.1661166091771202,0.11274403875525427
512.0,0.16332554625629253,0.10993214616568056
513.0,0.16096164309864996,0.10723214295695488
514.0,0.159023706988329,0.10463831707523298
515.0,0.15751034408259576,0.10214529018325541
516.0,0.15641990322391233,0.09974799755252493
517.0,0.155750406809052,0.09744166897154609
518.0,0.1554994717270026,0.09522181067225506
519.0,0.15566422381750222,0.09308418826245753
520.0,0.15624120957314358,0.09102481064144355
521.0,0.15722630889988623,0.08903991486820337
522.0,0.15861465266346358,0.08712595194623173
523.0,0.16040054849326096,0.08527957348530867
524.0,0.16257741791135757,0.08349761919845881
525.0,0.1651377473294275,0.08177710519124312
526.0,0.16807305484410676,0.08011521300031631
527.0,0.17137387409766072,0.07850927933863765
528.0,0.175029755791951,0.07695678650564118
529.0,0.17902928678450064,0.0754553534219579
530.0,0.1833601260855357,0.07400272724980228
531.0,0.1880090565398195,0.07259677556183147
532.0,0.19296205053436657,0.07123547902307684
533.0,0.1982043477340505,0.06991692455238983
534.0,0.20372054261658126,0.06863929893169801
535.0,0.20949467945323497,0.06740088283320668
536.0,0.21551035235619945,0.06620004523647627
537.0,0.2217508080753772,0.0650352382090516
538.0,0.2281990493629025,0.06390499202599374
539.0,0.23483793691748595,0.06280791060526902
540.0,0.24165028815616985,0.061742667237475214
541.0,0.24861897132322772,0.06070800058982914
542.0,0.25572699372042546,0.0597027109657019
543.0,0.2629575831172457,0.05872565680227246
544.0,0.2702942616641423,0.05777575139007509
545.0,0.2777209118777489,0.056851959799342926
546.0,0.28522183448977423,0.05595329599910463
547.0,0.292781798145802,0.055078820155978564
548.0,0.3003860811063143,0.054227636100523766
549.0,0.3080205052379752,0.05339888894986573
550.0,0.31567146269095897,0.05259176287610812
551.0,0.3233259357385132,0.05180547901078269
552.0,0.33097151031128386,0.05103929347627947
553.0,0.33859638379354556,0.050292495535832996
554.0,0.34618936766466896,0.049564405854239525
555.0,0.3537398855698523,0.048854374862025166
556.0,0.36123796739220376,0.04816178121629805
557.0,0.36867423987646153,0.04748603035199164
558.0,0.3760399143255916,0.046826553117643346
559.0,0.3833267718569538,0.04618280449026217
560.0,0.39052714666705024,0.04555426236421514
561.0,0.39763390771422225,0.04494042640941434
562.0,0.4046404391884286,0.04434081699440947
563.0,0.4115406200978121,0.043754974170293615
564.0,0.4183288032629261,0.04318245671160893
565.0,0.4249997939733681,0.042622841210697975
566.0,0.4315488285267804,0.04207572122218749
567.0,0.43797155283870176,0.041540706454515325
568.0,0.4442640012822645,0.04101742200561679
569.0,0.4504225758903713,0.0405055076400814
570.0,0.45644402602915884,0.04000461710526789
571.0,0.46232542863015774,0.03951441748403277
572.0,0.4680641690499129,0.039034588581881295
573.0,0.47365792260929773,0.03856482234649312
574.0,0.47910463685036586,0.03810482231770906
575.0,0.4844025145362693,0.037654303106188274
576.0,0.48954999740930427,0.03721298989906115
577.0,0.4945457507129144,0.03678061799101131
578.0,0.4993886484762965,0.03635693233931788
579.0,0.5040777595538395,0.03594168714148521
579.9999999999999,0.5086123344065487,0.03553464543417109
581.0,0.5129917926085822,0.0351355787122073
582.0,0.5172157110587566,0.0347442665665811
583.0,0.5212838128743867,0.0343604963403152
584.0,0.5251959569429576,0.03398406280125184
585.0,0.5289521281059355,0.03361476783080495
586.0,0.5325524279480376,0.03325242012780331
587.0,0.5359970661649832,0.03289683492660055
588.0,0.5392863524825009,0.032547833728676215
589.0,0.5424206890996865,0.03220524404700109
590.0,0.5454005636299172,0.031868899162480854
591.0,0.5482265425133561,0.03153863789183474
592.0,0.5508992648755442,0.031214304366302688
593.0,0.5534194368074417,0.03089574782061066
594.0,0.5557878260431821,0.030582822391656862
594.9999999999999,0.5580052570126293,0.030275386926412594
596.0,0.5600726062468658,0.029973304798561157
597.0,0.5619907981156795,0.02967644373342536
598.0,0.563760800877125,0.029384675640759222
599.0,0.5653836230201958,0.029097876455004886
600.0,0.5668603098826138,0.028815925982636614
